Symbol,Description,Sector,Industry
FLIDY,FLSmidth & Co. A/S,Non-energy minerals,Construction materials
BICEY,BIC SA,Producer manufacturing,Industrial conglomerates
HUGPF,Hugo Boss AG,Consumer non-durables,Apparel/Footwear
SHWGF,"Shandong Weigao Group Medical Polymer Co., Ltd.",Health technology,Medical specialties
RNSHF,Renishaw Plc,Producer manufacturing,Industrial machinery
FORM,"FormFactor, Inc.",Electronic technology,Semiconductors
YETI,"YETI Holdings, Inc.",Producer manufacturing,Miscellaneous manufacturing
MNGPF,Man Group Plc,Finance,Investment managers
ATGE,Adtalem Global Education Inc.,Consumer services,Other consumer services
ATS,ATS Corporation,Producer manufacturing,Industrial machinery
CWT,California Water Service Group,Utilities,Water utilities
BUR,Burford Capital Limited,Finance,Finance/Rental/Leasing
JOE,St. Joe Company (The),Finance,Real estate development
CAAP,Corporacion America Airports SA,Transportation,Other transportation
DFILF,DFI Retail Group Holdings Ltd.,Retail trade,Food retail
SRAIF,STADLER RAIL AG,Producer manufacturing,Trucks/Construction/Farm machinery
OUT,OUTFRONT Media Inc.,Finance,Real estate investment trusts
DNLMY,Dunelm Group PLC,Retail trade,Specialty stores
WSFS,WSFS Financial Corporation,Finance,Savings banks
NMIH,NMI Holdings Inc,Finance,Property/Casualty insurance
KKKUF,"Kakaku.com, Inc.",Consumer services,Other consumer services
HMNTY,HEMNET GROUP AB,Finance,Real estate development
MAURY,"Marui Group Co., Ltd.",Finance,Finance/Rental/Leasing
HAFN,Hafnia Limited,Transportation,Marine shipping
VEMLY,"Venture Corp., Ltd.",Electronic technology,Computer processing hardware
SKXJF,Sankyo Co. Ltd.,Producer manufacturing,Industrial conglomerates
BLFBY,Balfour Beatty Plc,Industrial services,Engineering & construction
IMPJY,Webuild SpA,Industrial services,Engineering & construction
AVA,Avista Corporation,Utilities,Electric utilities
SNEX,StoneX Group Inc.,Finance,Investment banks/Brokers
DFH,"Dream Finders Homes, Inc.",Consumer durables,Homebuilding
BOH/PB,"Bank of Hawaii Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Seri",Finance,Regional banks
BOH,Bank of Hawaii Corporation,Finance,Regional banks
BOH/PA,"Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Serie",Finance,Regional banks
NOMD,Nomad Foods Limited,Consumer non-durables,Food: specialty/candy
LCII,LCI Industries,Producer manufacturing,Miscellaneous manufacturing
KWR,Quaker Houghton,Process industries,Chemicals: specialty
AGYS,"Agilysys, Inc.",Technology services,Packaged software
PK,Park Hotels & Resorts Inc.,Finance,Real estate investment trusts
MYTAY,Magyar Telekom Telecommunications Plc.,Communications,Major telecommunications
MGRC,McGrath RentCorp,Finance,Finance/Rental/Leasing
CHFFF,China Everbright Environment Group Ltd.,Industrial services,Engineering & construction
NHPEF,New Hope Corp. Ltd.,Energy minerals,Coal
SHWGY,"Shandong Weigao Group Medical Polymer Co., Ltd.",Health technology,Medical specialties
QUCOF,Qualitas Controladora SAB De CV,Finance,Multi-line insurance
NSP,"Insperity, Inc.",Commercial services,Miscellaneous commercial services
ACOPF,A2 Milk Co Ltd.,Consumer non-durables,Food: meat/fish/dairy
ACLS,"Axcelis Technologies, Inc.",Producer manufacturing,Industrial machinery
SYNA,Synaptics Incorporated,Electronic technology,Semiconductors
ABR/PE,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,Finance,Real estate investment trusts
ABR/PF,"Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",Finance,Real estate investment trusts
ABR,Arbor Realty Trust,Finance,Real estate investment trusts
ABR/PD,"Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",Finance,Real estate investment trusts
FHNGY,Foschini Group Ltd. (The),Retail trade,Apparel/Footwear retail
PRK,Park National Corporation,Finance,Major banks
PRMRF,Paramount Resources Ltd.,Energy minerals,Integrated oil
CCS,"Century Communities, Inc.",Consumer durables,Homebuilding
TMDX,"TransMedics Group, Inc.",Health technology,Medical specialties
DIISY,Direct Line Insurance Group PLC,Finance,Property/Casualty insurance
DROOF,Deliveroo PLC,Technology services,Packaged software
PRGS,Progress Software Corporation,Technology services,Packaged software
PTGX,"Protagonist Therapeutics, Inc.",Health technology,Biotechnology
BOWFF,Boardwalk Real Estate Investment Trust,Finance,Real estate investment trusts
UE,Urban Edge Properties,Finance,Real estate investment trusts
CSQ,Calamos Strategic Total Return Fund,Miscellaneous,Investment trusts/Mutual funds
RLLWF,Reliance Worldwide Corp Ltd.,Producer manufacturing,Building products
CLBEY,Calbee Inc.,Consumer non-durables,Food: specialty/candy
LBRT,Liberty Energy Inc.,Industrial services,Oilfield services/Equipment
IOSP,Innospec Inc.,Process industries,Chemicals: major diversified
SECYF,"Secure Energy Services., Inc.",Industrial services,Environmental services
TGNA,TEGNA Inc,Consumer services,Broadcasting
CVBF,CVB Financial Corporation,Finance,Regional banks
CMBT,CMB.TECH NV,Transportation,Marine shipping
DRXGY,Drax Group Plc,Utilities,Electric utilities
TRN,"Trinity Industries, Inc.",Producer manufacturing,Trucks/Construction/Farm machinery
ASTH,Astrana Health Inc.,Health services,Services to the health industry
TSUSF,"Tsuruha Holdings, Inc.",Retail trade,Drugstore chains
FCXXF,First Cap Real Estate Investment Trust,Finance,Real estate investment trusts
GBNXF,"Gibson Energy, Inc.",Distribution services,Wholesale distributors
SDRL,Seadrill Limited,Industrial services,Contract drilling
STZHF,Stelco Holdings Inc.,Non-energy minerals,Steel
CC,Chemours Company (The),Process industries,Chemicals: specialty
PAGS,PagSeguro Digital Ltd.,Commercial services,Miscellaneous commercial services
FCPT,"Four Corners Property Trust, Inc.",Finance,Real estate investment trusts
BKU,"BankUnited, Inc.",Finance,Major banks
CPK,Chesapeake Utilities Corporation,Utilities,Gas distributors
AMR,"Alpha Metallurgical Resources, Inc.",Energy minerals,Coal
AUHEF,Anhui Expressway Co Ltd.,Transportation,Other transportation
ALRM,"Alarm.com Holdings, Inc.",Technology services,Packaged software
PSMT,"PriceSmart, Inc.",Retail trade,Specialty stores
ARCH,"Arch Resources, Inc.",Energy minerals,Coal
EKTAF,Elekta AB,Health technology,Medical specialties
CPRX,"Catalyst Pharmaceuticals, Inc.",Health technology,Pharmaceuticals: major
PATK,"Patrick Industries, Inc.",Consumer durables,Homebuilding
HRIBF,Horiba Ltd.,Producer manufacturing,Industrial machinery
JPC,Nuveen Preferred & Income Opportunities Fund,Miscellaneous,Investment trusts/Mutual funds
AGIO,"Agios Pharmaceuticals, Inc.",Health technology,Pharmaceuticals: major
BBAJF,Banco Del Bajio,Finance,Major banks
USAC,"USA Compression Partners, LP",Industrial services,Oilfield services/Equipment
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,Miscellaneous,Investment trusts/Mutual funds
MCW,"Mister Car Wash, Inc.",Consumer services,Other consumer services
LAUR,"Laureate Education, Inc.",Commercial services,Miscellaneous commercial services
TPSRF,Topsports Intl Holdings Ltd.,Retail trade,Apparel/Footwear retail
KRDXF,Kardex Holding AG ,Electronic technology,Computer peripherals
BFH,"Bread Financial Holdings, Inc.",Finance,Regional banks
VC,Visteon Corporation,Producer manufacturing,Auto parts: OEM
PMNXF,Perseus Mining Ltd,Non-energy minerals,Precious metals
RBSFY,Rubis,Distribution services,Wholesale distributors
AUBBF,AUB GROUP LTD.,Finance,Insurance brokers/Services
LIMAF,Linamar Corporation,Producer manufacturing,Auto parts: OEM
DBRG/PJ,"DigitalBridge Group, Inc. 7.125% Series J",Finance,Investment managers
DBRG/PI,"DigitalBridge Group, Inc. 7.15% Series I",Finance,Investment managers
DBRG,"DigitalBridge Group, Inc.",Finance,Investment managers
DBRG/PH,"DigitalBridge Group, Inc. 7.125% Series H",Finance,Investment managers
TOIPY,"Thai Oil Public Co., Ltd.",Energy minerals,Oil refining/Marketing
GPOR,Gulfport Energy Corporation,Energy minerals,Oil & gas production
INTR,Inter & Co. Inc.,Finance,Major banks
AKO.B,Embotelladora Andina S.A.,Consumer non-durables,Beverages: non-alcoholic
AKO.A,Embotelladora Andina S.A.,Consumer non-durables,Beverages: non-alcoholic
HYPMY,Hypera SA,Health technology,Pharmaceuticals: major
VSCO,Victorias Secret & Co.,Retail trade,Apparel/Footwear retail
TRMD,TORM plc,Transportation,Marine shipping
OII,"Oceaneering International, Inc.",Producer manufacturing,Industrial machinery
AMPH,"Amphastar Pharmaceuticals, Inc.",Health technology,Pharmaceuticals: major
ZNKKY,Zenkoku Hosho Co Ltd,Finance,Property/Casualty insurance
JPSWY,"The Japan Steel Works, Ltd.",Producer manufacturing,Industrial machinery
FFBC,First Financial Bancorp.,Finance,Regional banks
ADX,Adams Diversified Equity Fund Inc.,Miscellaneous,Investment trusts/Mutual funds
TDBOY,Toyota Boshoku Corp.,Producer manufacturing,Auto parts: OEM
NHNKY,Nihon Kohden Corp.,Health technology,Medical specialties
TR,"Tootsie Roll Industries, Inc.",Consumer non-durables,Food: specialty/candy
SUEZY,Suedzucker AG,Consumer non-durables,Food: specialty/candy
TBBK,"The Bancorp, Inc.",Finance,Regional banks
TAVHY,Tav Havalimanlari Holding AS,Transportation,Other transportation
BGAOF,Proximus Group,Communications,Major telecommunications
LGIH,"LGI Homes, Inc.",Consumer durables,Homebuilding
MTX,Minerals Technologies Inc.,Process industries,Chemicals: specialty
CFACY,Coface S.A.,Finance,Specialty insurance
COFAF,COFACE SA,Finance,Specialty insurance
EPAC,Enerpac Tool Group Corp.,Producer manufacturing,Industrial machinery
FPAFY,First Pacific Company Ltd.,Consumer non-durables,Food: major diversified
PLUS,ePlus inc.,Technology services,Packaged software
DLO,DLocal Limited,Technology services,Packaged software
HNI,HNI Corporation,Producer manufacturing,Office equipment/Supplies
FPAFF,First Pacific Company Ltd.,Consumer non-durables,Food: major diversified
ARCB,ArcBest Corporation,Transportation,Trucking
IQ,"iQIYI, Inc.",Technology services,Internet software/Services
BGAOY,Proximus Group,Communications,Major telecommunications
SEBNF,Seven Bank Ltd.,Finance,Major banks
MOHCY,Motor Oil (Hellas) Corinth Refineries S.A.,Energy minerals,Oil refining/Marketing
MINXF,Mercantile Investment Trust PLC,Miscellaneous,Investment trusts/Mutual funds
EQX,Equinox Gold Corp.,Non-energy minerals,Precious metals
TMVWY,TeamViewer SE,Technology services,Internet software/Services
VGPBF,VGP SA,Finance,Real estate investment trusts
HLPMF,HELLENiQ ENERGY Holdings SA,Energy minerals,Oil refining/Marketing
VSH,"Vishay Intertechnology, Inc.",Electronic technology,Electronic production equipment
PLMR,"Palomar Holdings, Inc.",Finance,Property/Casualty insurance
AZZ,AZZ Inc.,Process industries,Industrial specialties
LDGYY,Landis Gyr Group AG,Producer manufacturing,Industrial machinery
ENVA,"Enova International, Inc.",Finance,Finance/Rental/Leasing
EXXAF,Exxaro Resources Ltd.,Energy minerals,Coal
ADUS,Addus HomeCare Corporation,Health services,Medical/Nursing services
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,Miscellaneous,Investment trusts/Mutual funds
SNYYF,Sany Heavy Equipment International Holdings Co.,Producer manufacturing,Trucks/Construction/Farm machinery
SFSHF,Safestore Holdings PLC,Finance,Real estate investment trusts
SECCF,Serco Group Plc.,Commercial services,Miscellaneous commercial services
EKTAY,Elekta AB,Health technology,Medical specialties
YELP,Yelp Inc.,Technology services,Internet software/Services
SBLK,Star Bulk Carriers Corp.,Transportation,Marine shipping
ALG,"Alamo Group, Inc.",Producer manufacturing,Trucks/Construction/Farm machinery
MCARY,Mercari Inc.,Retail trade,Internet retail
WIPKF,Winpak Ltd.,Process industries,Containers/Packaging
MBC,"MasterBrand, Inc.",Consumer durables,Home furnishings
VTMX,"Corporacion Inmobiliaria Vesta, S.A.B de C.V.",Finance,Real estate development
BANR,Banner Corporation,Finance,Regional banks
HWKN,"Hawkins, Inc.",Process industries,Chemicals: specialty
VEON,VEON Ltd.,Communications,Wireless telecommunications
WB,Weibo Corporation,Technology services,Internet software/Services
OSIS,"OSI Systems, Inc.",Electronic technology,Aerospace & defense
MTRN,Materion Corporation,Electronic technology,Electronic equipment/Instruments
AIN,Albany International Corporation,Process industries,Textiles
CNMD,CONMED Corporation,Health technology,Medical specialties
FRMEP,"First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A",Finance,Major banks
FRME,First Merchants Corporation,Finance,Major banks
INSW,"International Seaways, Inc.",Transportation,Marine shipping
ODD,ODDITY Tech Ltd.,Technology services,Packaged software
GDV,Gabelli Dividend & Income Trust,Miscellaneous,Investment trusts/Mutual funds
SPNT,SiriusPoint Ltd.,Finance,Property/Casualty insurance
SPNT/PB,"SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share",Finance,Property/Casualty insurance
DELKY,Delek Group Ltd.,Energy minerals,Integrated oil
GOGL,Golden Ocean Group Limited,Transportation,Marine shipping
GOF,Guggenheim Strategic Opportunities Fund,Miscellaneous,Investment trusts/Mutual funds
SXI,Standex International Corporation,Electronic technology,Electronic equipment/Instruments
BKE,"Buckle, Inc. (The)",Retail trade,Apparel/Footwear retail
YUBCF,YUBICO AB,Distribution services,Electronics distributors
OSTIY,Osterreichische Post AG,Transportation,Air freight/Couriers
MNTHY,"Minth Group, Ltd.",Consumer durables,Motor vehicles
LMAT,"LeMaitre Vascular, Inc.",Health technology,Medical specialties
BOEUF,Bonesupport Holding AB,Health technology,Medical specialties
BKCYF,Bank Cyprus Hldgs Pub Ltd Co,Finance,Regional banks
AESI,Atlas Energy Solutions Inc.,Industrial services,Oilfield services/Equipment
CGEAF,Cogeco Communications Inc,Consumer services,Cable/Satellite TV
PEYUF,Peyto Exploration & Development Corp,Energy minerals,Integrated oil
PKCOY,Park 24 Corp.,Consumer services,Other consumer services
NBTB,NBT Bancorp Inc.,Finance,Major banks
EHMEF,GOEASY LTD,Finance,Finance/Rental/Leasing
ORRYY,Orora Ltd,Process industries,Containers/Packaging
TBLMF,Tiger Brands Ltd.,Consumer non-durables,Food: major diversified
UFPT,"UFP Technologies, Inc.",Process industries,Industrial specialties
EVTC,"Evertec, Inc.",Finance,Regional banks
NXRT,"NexPoint Residential Trust, Inc.",Finance,Real estate investment trusts
CGNMF,CGN MINING COMPANY LTD.,Non-energy minerals,Other metals/Minerals
CENT,Central Garden & Pet Company,Consumer non-durables,Consumer sundries
CENTA,Central Garden & Pet Company,Consumer non-durables,Consumer sundries
SPNS,Sapiens International Corporation N.V.,Technology services,Packaged software
SHO/PH,"Sunstone Hotel Investors, Inc. 6.125% Series H Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
SHO/PI,"Sunstone Hotel Investors, Inc. 5.70% Series I Cumulative Redeemable Preferred Stock",Finance,Real estate investment trusts
SHO,"Sunstone Hotel Investors, Inc.",Finance,Real estate investment trusts
WNS,WNS (Holdings) Limited,Commercial services,Miscellaneous commercial services
AKRTF,Aker Solutions Holding ASA,Utilities,Alternative power generation
BSMAF,Bursa Malaysia Bhd,Finance,Investment banks/Brokers
HURN,Huron Consulting Group Inc.,Commercial services,Miscellaneous commercial services
CCU,"Compania Cervecerias Unidas, S.A.",Consumer non-durables,Beverages: alcoholic
ROCK,"Gibraltar Industries, Inc.",Producer manufacturing,Metal fabrication
CEPU,Central Puerto S.A.,Utilities,Electric utilities
CABO,"Cable One, Inc.",Consumer services,Cable/Satellite TV
ALSSF,Alsea SA,Consumer services,Restaurants
KSS,Kohl's Corporation,Retail trade,Department stores
NFE,New Fortress Energy Inc.,Utilities,Gas distributors
CIAFF,Champion Iron Limited,Non-energy minerals,Steel
HOEGF,HOEGH AUTOLINER ASA,Transportation,Marine shipping
USA,Liberty All-Star Equity Fund,Miscellaneous,Investment trusts/Mutual funds
FIHL,Fidelis Insurance Holdings Limited,Finance,Multi-line insurance
KMT,Kennametal Inc.,Producer manufacturing,Industrial machinery
BRDNF,BREEDON GROUP PLC,Non-energy minerals,Construction materials
PALAF,Paladin Energy Ltd.,Non-energy minerals,Other metals/Minerals
EFSC,Enterprise Financial Services Corporation,Finance,Regional banks
EFSCP,Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred,Finance,Regional banks
